35,4,,278
38,1,7,187
38,5,8,245
38,7,4,389
39,2,5,220
39,4,4,250
39,5,2,155
39,6,2,40
39,24,6,350
46,1,,123
46,2,,220
46,3,2,441
46,6,,224
58,9,21,42
58,41,2,26
58,44,3,36
61,9,1,37
61,38,7,4
61,41,1,13
61,42,4,24
61,44,23,12
61,46,4,2
61,47,1,13
62,54,14,270
62,55,28,784
62,57,16,640
62,58,14,182
62,59,7,189
62,60,7,640
63,59,7,189
63,60,7,189
63,54,14,270
63,55,28,784
63,57,16,640
63,58,14,182
64,51,2,100
65,32,7,280
65,36,6,240
65,37,12,480
65,38,12,480
65,40,1,38
65,42,8,96
65,47,6,78
65,61,1,30
65,62,1,13
66,32,7,280
66,36,5,200
66,37,12,480
66,38,12,480
66,40,1,38
66,42,8,96
66,47,6,78
66,61,1,30
74,4,2,120
74,5,1,60
74,10,4,160
74,13,2,120
74,20,3,180
74,25,8,320
74,26,1,15
74,27,1,35
74,28,2,42
74,30,2,120
74,42,8,96
74,44,3,18
74,45,2,42
74,47,6,78
74,63,2,42
74,65,10,50
74,66,3,117
74,67,3,27
74,68,8,8
74,69,1,39
74,70,3,60
75,2,2,120
75,5,1,60
75,6,2,30
75,10,4,160
75,20,2,120
75,23,1,40
75,25,8,320
75,26,1,15
75,27,1,35
75,28,2,42
75,42,8,96
75,44,3,18
75,45,2,42
75,47,6,78
75,63,2,42
75,65,10,50
75,66,3,117
75,67,3,27
75,68,8,8
75,69,1,39
75,70,3,60
76,2,2,120
76,6,1,30
76,10,4,160
76,13,2,120
76,20,2,120
76,23,1,40
76,25,8,320
76,26,1,15
76,27,1,35
76,28,2,42
76,42,8,96
76,44,3,18
76,45,2,42
76,47,6,78
76,63,2,42
76,65,10,50
76,66,3,117
76,67,3,27
76,68,8,8
76,69,1,39
76,70,3,60
77,7,1,60
77,10,2,80
77,27,1,35
77,28,2,42
77,29,1,60
77,30,1,60
77,35,3,81
77,42,2,24
77,52,1,27
77,63,1,24
77,65,3,12
78,50,1,50
79,8,2,80
79,9,4,69
80,8,15,600
80,13,2,1500
81,56,7,301
81,58,2,26
81,59,2,54
81,60,4,108
81,71,2,54
81,72,2,54
81,73,4,91.2
81,74,4,108
81,75,2,60
81,76,3,90
81,77,2,98
81,78,1,25
81,79,2,53
81,80,3,84.6
81,81,4,62
82,54,8,154
82,55,16,448
82,58,8,168
82,71,4,108
82,81,8,124
82,82,8,352
83,50,2,100
84,6,2,30
84,26,2,30
84,28,2,42
84,32,6,240
84,35,7,189
84,36,6,240
84,37,6,240
84,38,6,240
84,45,10,280
84,65,20,60
84,66,3,96
84,68,20,20
84,69,2,78
84,83,5,63.75
84,86,1,50
86,58,4,84
86,59,2,54
86,71,2,54
86,72,2,54
86,81,4,62
86,82,4,176
87,6,4,60
87,27,1,35
87,36,4,160
87,37,4,160
87,38,4,160
87,44,3,18
87,45,3,82.5
87,47,1,13
87,65,10,30
87,66,3,96
87,67,4,36
87,68,15,15
87,83,2,25.5
88,56,4,84
88,59,2,54
88,73,2,45.6
88,78,2,50
88,81,4,62
88,82,2,88
89,8,4,160
90,8,4,160
91,8,5,200
91,13,1,20
92,1,2,82
92,7,2,60
92,9,2,14
92,10,2,80
92,21,6,120
92,26,1,15
92,27,1,35
92,28,2,42
92,30,1,60
92,41,3,63
92,44,5,30
92,63,1,42
92,67,2,18
92,68,10,10
92,69,1,39
92,87,1,27
92,88,2,30
92,89,1,60
93,49,1,50
95,2,2,120
95,3,2,120
95,5,1,60
95,7,2,120
95,10,6,240
95,21,7,160
95,23,1,60
95,27,1,35
95,28,3,63
95,41,2,42
95,52,1,27
95,64,2,40
95,66,3,96
95,68,10,10
95,69,1,39
95,87,1,32
95,89,2,120
95,90,2,30
96,2,2,120
96,3,2,120
96,4,2,120
96,5,1,60
96,7,2,120
96,10,6,240
96,21,7,160
96,23,1,60
96,27,1,35
96,28,3,63
96,41,2,42
96,52,1,27
96,63,1,42
96,64,2,40
96,66,3,96
96,68,10,10
96,69,1,39
96,87,1,32
96,90,3,45
97,2,2,120
97,3,2,120
97,9,2,14
97,10,6,240
97,21,7,160
97,23,1,60
97,27,1,35
97,28,3,63
97,29,2,120
97,41,2,42
97,44,3,63
97,52,1,27
97,63,1,42
97,64,2,40
97,66,3,96
97,68,10,10
97,69,1,39
97,87,1,32
99,21,6,194
101,21,8,360
101,59,6,162
101,71,6,162
101,73,6,136
101,79,12,320.4
101,80,6,169.2
101,91,6,162
102,21,8,360
102,59,6,162
102,71,6,162
102,73,6,136
102,79,12,320.4
102,80,6,169.2
102,91,6,162
103,59,2,54
103,71,2,54
103,73,2,45.6
103,79,4,104
103,80,2,56.4
103,91,2,51.6
104,8,3,120
105,8,1,40
105,21,4,80
106,21,2,1618
107,21,5,225
107,56,5,105
107,58,4,84
107,60,2,60
107,71,2,54
107,76,2,104
108,21,13,585
108,55,24,672
108,81,8,124
108,82,16,704
108,91,7,180.6
108,92,7,194.25
108,93,12,432
109,21,14,630
109,54,3,57.75
109,55,25,700
109,91,5,129
109,92,6,166.5
109,93,12,432
109,94,8,224
110,6,2,30
110,26,4,60
110,28,6,126
110,32,8,320
110,36,8,320
110,37,8,320
110,38,8,320
110,41,4,124
110,44,6,24
110,45,6,168
110,69,1,39
110,83,2,25.5
111,26,4,60
111,28,6,126
111,32,6,240
111,36,6,240
111,37,6,240
111,38,6,240
111,41,4,124
111,44,6,24
111,45,6,168
111,69,1,39
111,83,2,25.5
112,8,2,80
113,8,2,80
113,21,1,80
114,8,6,240
115,8,5,200
115,13,2,35
116,6,1,30
116,95,1,24
117,51,1,50
118,50,1,50
119,13,2,2000
120,13,1,2000
121,13,2,2000
123,1,4,164
123,2,2,120
123,3,1,60
123,4,2,120
123,5,1,60
123,10,8,320
123,13,3,120
123,23,1,40
123,26,1,15
123,27,1,35
123,28,6,126
123,44,4,24
123,48,10,30
123,52,1,27
123,63,1,42
123,95,2,48
124,1,4,164
124,2,2,120
124,3,2,120
124,4,2,120
124,10,8,320
124,12,1,60
124,13,2,90
124,20,2,120
124,23,1,60
124,27,1,35
124,28,6,126
124,30,2,120
124,44,4,24
124,63,1,42
124,65,3,30
124,95,2,48
125,1,4,164
125,2,2,120
125,3,2,120
125,4,1,60
125,7,1,60
125,10,8,320
125,12,1,60
125,13,2,30
125,20,1,60
125,23,1,60
125,26,1,15
125,27,1,35
125,28,6,126
125,44,4,24
125,63,1,42
125,65,10,30
125,95,2,48
126,4,2,120
126,10,4,160
126,26,1,15
126,27,1,35
126,28,2,42
126,52,1,27
126,63,1,42
126,67,4,36
126,88,2,30
126,96,2,7
127,49,1,50
128,96,2,20
128,97,1,24
129,49,4,200
130,50,4,200
131,51,2,100
132,58,6,78
132,60,3,81
132,71,3,81
132,75,3,81
132,93,6,216
132,94,6,168
132,98,6,162
132,100,4,128
132,101,9,181
133,58,4,52
133,60,2,54
133,71,2,54
133,75,2,54
133,93,4,144
133,94,2,54
133,98,4,108
133,100,3,96
133,101,5,160
134,1,3,123
134,6,3,45
134,26,1,15
134,27,1,35
134,28,2,42
134,32,2,80
134,36,2,80
134,37,2,80
134,38,2,80
134,44,2,12
134,45,4,110
134,65,6,18
134,67,3,27
134,83,2,25.5
135,6,5,75
135,26,1,15
135,27,1,35
135,28,2,42
135,32,4,160
135,36,6,240
135,37,6,240
135,38,8,320
135,41,2,42
135,44,6,24
135,45,6,165
135,65,10,30
135,68,10,10
135,83,2,25.5
135,88,5,75
137,102,4,112
138,1,3,123
138,44,3,18
138,88,2,30
138,97,1,24
139,49,2,100
140,50,2,100
141,51,2,100
142,27,1,35
142,96,2,20
143,58,2,42
143,60,1,27
143,71,1,27
143,75,1,27
143,93,1,36
143,94,1,28
143,98,2,54
143,100,2,64
143,101,3,57
144,56,1,27
144,58,2,42
144,59,2,54
144,92,2,54
144,94,1,27
144,103,2,88
144,104,2,104
145,8,2,80
145,45,2,54
146,19,75,1500
147,6,2,30
147,7,2,120
147,20,2,120
147,25,4,80
147,28,2,42
147,30,1,60
147,45,8,224
147,63,2,46
147,89,1,60
147,95,2,48
148,6,2,30
148,7,2,120
148,10,2,80
148,20,2,120
148,25,4,80
148,27,1,35
148,31,1,60
148,45,5,140
148,63,2,84
148,95,2,48
148,102,2,120
149,4,1,60
149,6,2,30
149,7,2,120
149,10,2,80
149,20,1,60
149,28,2,42
149,29,1,60
149,30,1,60
149,31,2,120
149,63,2,84
149,83,4,112
149,95,2,48
150,49,1,50
151,49,1,50
152,50,1,50
153,49,1,50
154,50,1,50
155,8,3,120
155,21,2,60
155,25,3,60
156,8,4,160
157,96,5,180
159,8,8,320
159,21,6,240
159,27,12,420
159,96,10,1200
160,60,2,60
160,75,2,60
160,92,2,55.5
160,93,2,72
160,98,4,216
160,99,4,108
160,100,3,96
160,103,4,176
161,60,6,180
161,75,6,180
161,92,6,166.5
161,93,4,144
161,98,12,324
161,99,12,324
161,100,18,576
161,103,12,528
162,60,6,180
162,75,6,180
162,92,6,166.5
162,93,4,144
162,98,11,297
162,99,12,324
162,100,16,512
162,103,12,528
163,60,6,180
163,75,6,180
163,92,6,16605
163,93,4,144
163,99,12,324
163,101,16,304
163,103,12,528
164,13,6,280
165,13,6,280
166,1,3,123
166,4,1,60
166,7,2,120
166,10,6,240
166,12,1,60
166,13,6,280
166,20,2,120
166,23,1,60
166,26,2,30
166,27,1,35
166,28,4,84
166,29,2,120
166,31,1,60
166,47,4,52
166,63,2,84
166,65,10,30
166,95,4,96
167,26,2,30
167,45,8,96
167,95,3,72
168,56,2,86
168,59,2,54
168,76,1,52
168,94,2,56
169,58,8,104
169,60,2,60
169,73,2,45.6
169,75,2,60
169,92,2,55.5
169,94,4,112
169,99,4,108
169,103,4,176
169,105,2,104
170,56,10,180
170,71,6,162
170,72,6,162
170,73,8,182.4
170,81,10,155
170,99,12,324
170,101,3,57
171,56,10,180
171,60,6,162
171,71,6,162
171,72,6,162
171,92,6,166.5
171,99,12,324
172,1,4,164
172,28,6,126
172,32,6,240
172,36,6,240
172,37,2,80
172,38,6,240
172,41,6,126
172,44,6,36
172,45,6,165
172,83,4,84
173,1,4,164
173,28,6,126
173,32,6,240
173,36,6,240
173,37,3,120
173,38,6,240
173,41,6,126
173,44,6,36
173,45,6,165
173,83,4,84
174,51,2,100
175,8,3,120
176,8,2,80
177,8,3,120
177,36,2,80
178,8,3,120
178,19,2,28
179,8,3,120
179,21,2,60
180,8,2,80
180,44,2,12
180,96,2,20
181,49,1,50
182,50,1,50
183,45,4,112
183,96,4,27
184,1,3,123
184,4,1,60
184,7,2,120
184,10,6,240
184,20,2,120
184,23,1,60
184,26,2,30
184,27,1,35
184,28,4,84
184,29,2,120
184,31,1,60
184,45,8,80
184,47,4,52
184,52,2,54
184,63,2,84
184,65,10,30
184,68,2,84
184,95,4,96
184,96,4,27
185,6,2,30
185,27,1,35
185,28,6,126
185,32,4,160
185,38,6,240
185,45,2,56
185,47,2,26
185,95,2,28
185,97,1,24
186,55,16,448
186,60,4,120
186,76,4,208
186,77,4,196
186,81,8,124
186,82,8,352
186,107,8,224
187,6,2,30
187,27,1,35
187,28,2,42
187,38,2,80
187,44,2,12
187,67,3,27
187,95,2,48
187,96,1,18
188,55,6,228
188,60,3,90
188,76,3,156
188,77,3,147
188,81,3,46.5
188,82,3,132
188,107,3,84
189,27,10,350
189,41,15,315
190,50,1,50
191,49,1,50
192,51,1,50
193,8,1,40
194,96,10,264
195,8,5,200
195,13,1,50
196,83,52,663
197,75,2,60
197,76,2,104
197,77,2,98
197,92,2,55.5
197,94,2,56
197,99,2,54
197,103,4,176
198,75,6,180
198,76,6,312
198,77,6,294
198,92,6,166.5
198,94,6,168
198,99,6,162
198,103,12,528
199,75,6,180
199,76,6,312
199,77,6,294
199,82,12,528
199,92,6,166.5
199,94,6,168
199,99,6,162
200,7,2,120
200,10,6,240
200,12,1,60
200,20,2,120
200,23,2,120
200,29,1,60
200,30,1,60
200,45,4,112
200,63,2,82
200,83,4,51
200,89,1,60
200,95,2,48
201,7,2,120
201,10,6,240
201,12,1,60
201,20,2,120
201,23,2,120
201,29,1,60
201,30,1,60
201,45,4,112
201,63,2,82
201,83,4,51
201,89,1,60
201,95,2,48
202,10,4,160
202,12,1,60
202,20,1,60
202,29,1,60
202,30,1,60
202,45,2,56
202,63,1,41
202,83,2,25.5
202,89,1,60
202,95,2,22
202,96,2,28
203,13,3,30
203,44,1,6
203,68,6,6
203,88,2,30
203,95,2,48
204,56,4,72
204,59,2,54
204,71,2,54
204,76,2,104
204,77,2,98
204,81,4,62
204,99,2,54
205,58,12,252
205,60,6,180
205,80,6,169.2
205,81,12,186
205,92,6,166
205,94,6,168
205,99,5,135
205,107,12,336
206,58,12,252
206,60,6,180
206,80,6,169.2
206,81,12,186
206,92,6,166
206,94,6,168
206,107,12,336
207,54,12,231
207,56,12,216
207,71,6,162
207,80,6,169.2
207,81,12,186
207,98,6,162
207,107,6,168
208,13,10,500
208,32,10,400
208,36,5,200
208,38,10,400
208,44,5,30
208,96,10,10
208,108,21,630
209,13,10,500
209,32,10,400
209,36,5,200
209,38,10,400
209,44,5,30
209,96,10,10
209,108,21,630
210,51,1,50
211,49,1,50
212,50,1,50
213,8,4,80
213,108,10,200
214,8,4,160
215,8,8,320
215,13,2,100
216,75,4,120
216,76,4,208
216,77,4,196
216,92,4,111
216,94,4,112
